"date"	"annee"	"mois"	"jour"	"secteur"	"horaire"	"force_vent"	"etat_mer"	"couverture_nuageuse"	"temperature_sol"	"direction_vent"	"direction_houle"	"observateurs"	"commentaires"
2022-08-10	2022	"aout"	10	"Mezzanu"	09:00:00	"F2"	"belle"	"0-10"	28	"SE"	NA	"Laurent Ricquiers, Axel Priouzeau"	NA
2022-08-10	2022	"aout"	10	"Mezzanu"	12:00:00	"F2"	"belle"	"0-10"	32	"ESE"	NA	"Laurent Ricquiers, Axel Priouzeau"	NA
2022-08-10	2022	"aout"	10	"Mezzanu"	15:00:00	"F2"	"belle"	"0-10"	33	"E"	NA	"Laurent Ricquiers, Axel Priouzeau"	NA
2022-08-10	2022	"aout"	10	"Mezzanu"	17:00:00	NA	NA	NA	NA	NA	NA	NA	"Pas de comptage probleme echouage"
2022-08-10	2022	"aout"	10	"Saleccia"	09:00:00	"F2"	"belle"	"0-10"	28	"SE"	NA	"Laurent Ricquiers, Axel Priouzeau"	NA
2022-08-10	2022	"aout"	10	"Saleccia"	12:00:00	"F2"	"belle"	"0-10"	32	"ESE"	NA	"Laurent Ricquiers, Axel Priouzeau"	NA
2022-08-10	2022	"aout"	10	"Saleccia"	15:00:00	"F2"	"belle"	"0-10"	33	"E"	NA	"Laurent Ricquiers, Axel Priouzeau"	NA
2022-08-10	2022	"aout"	10	"Saleccia"	17:00:00	NA	NA	NA	NA	NA	NA	NA	"Pas de comptage probleme echouage"
2022-09-12	2022	"septembre"	12	"Lotu"	09:00:00	"F0"	"calme"	"0-10"	26	NA	NA	"Alex, Cedric, Perrine"	NA
2022-09-12	2022	"septembre"	12	"Lotu"	12:00:00	"F1"	"ridee"	"0-10"	27	"N"	"S"	"Alex, Cedric, Perrine"	NA
2022-09-12	2022	"septembre"	12	"Lotu"	15:00:00	"F0"	"ridee"	"10-25"	28	"N"	"S"	"Alex, Cedric, Perrine"	NA
2022-09-12	2022	"septembre"	12	"Lotu"	17:00:00	"F0"	"ridee"	"10-25"	28	"N"	"S"	"Alex, Cedric, Perrine"	NA
2022-09-12	2022	"septembre"	12	"Mezzanu"	09:00:00	"F0"	"calme"	"0-10"	26	NA	NA	"Alex, Cedric, Perrine"	NA
2022-09-12	2022	"septembre"	12	"Mezzanu"	12:00:00	"F1"	"ridee"	"0-10"	27	"N"	"S"	"Alex, Cedric, Perrine"	NA
2022-09-12	2022	"septembre"	12	"Mezzanu"	15:00:00	"F0"	"ridee"	"10-25"	28	"N"	"S"	"Alex, Cedric, Perrine"	NA
2022-09-12	2022	"septembre"	12	"Mezzanu"	17:00:00	"F0"	"ridee"	"10-25"	28	"N"	"S"	"Alex, Cedric, Perrine"	NA
2022-09-12	2022	"septembre"	12	"Saleccia"	09:00:00	"F0"	"calme"	"0-10"	26	NA	NA	"Alex, Cedric, Perrine"	NA
2022-09-12	2022	"septembre"	12	"Saleccia"	12:00:00	"F1"	"ridee"	"0-10"	27	"N"	"S"	"Alex, Cedric, Perrine"	NA
2022-09-12	2022	"septembre"	12	"Saleccia"	15:00:00	"F0"	"ridee"	"10-25"	28	"N"	"S"	"Alex, Cedric, Perrine"	NA
2022-09-12	2022	"septembre"	12	"Saleccia"	17:00:00	"F0"	"ridee"	"10-25"	28	"N"	"S"	"Alex, Cedric, Perrine"	NA
2023-06-23	2023	"juin"	23	"Fiume Santu"	09:00:00	"F0"	"calme"	"0-10"	29	NA	NA	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Fiume Santu"	12:00:00	"F1"	"calme"	"0-10"	30	"O"	NA	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Fiume Santu"	15:00:00	"F2"	"belle"	"0-10"	30	"O"	"E"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Fiume Santu"	17:00:00	"F3"	"belle"	"0-10"	30	"O"	"E"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Lotu"	09:00:00	"F1"	"ridee"	"0-10"	26	"SE"	"SE"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Lotu"	12:00:00	"F2"	"ridee"	"0-10"	29	"SE"	"SE"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Lotu"	15:00:00	"F2"	"belle"	"0-10"	30	"O"	"E"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Lotu"	17:00:00	"F3"	"belle"	"0-10"	30	"O"	"E"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Mezzanu"	09:00:00	"F1"	"ridee"	"0-10"	26	"SE"	"SE"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Mezzanu"	12:00:00	"F1"	"calme"	"0-10"	30	"SO"	"SO"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Mezzanu"	15:00:00	"F2"	"belle"	"0-10"	30	"O"	"E"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Mezzanu"	17:00:00	"F3"	"belle"	"0-10"	30	"O"	"E"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Saleccia"	09:00:00	"F0"	"ridee"	"10-25"	26	NA	"SE"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Saleccia"	12:00:00	"F3"	"belle"	"0-10"	32	"SO"	"SE"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Saleccia"	15:00:00	"F2"	"belle"	"0-10"	30	"O"	"E"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Saleccia"	17:00:00	"F3"	"belle"	"0-10"	30	"O"	"E"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"A Torra di Murtella"	09:00:00	"F0"	"calme"	"0-10"	28	NA	NA	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"A Torra di Murtella"	12:00:00	"F1"	"calme"	"0-10"	30	"O"	NA	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"A Torra di Murtella"	15:00:00	"F2"	"belle"	"0-10"	30	"O"	"E"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"A Torra di Murtella"	17:00:00	"F3"	"belle"	"0-10"	30	"O"	"E"	"Laurent, Jean Phi"	NA
2023-06-23	2023	"juin"	23	"Ghignu"	09:00:00	"F3"	"peu agitee"	"0-10"	25	"O"	"E"	"Laurent CECCALDI"	NA
2023-06-23	2023	"juin"	23	"Ghignu"	12:00:00	"F3"	"peu agitee"	"0-10"	26	"O"	"E"	"Laurent CECCALDI"	NA
2023-06-23	2023	"juin"	23	"Ghignu"	15:00:00	"F3"	"peu agitee"	"0-10"	28	"O"	"E"	"Laurent CECCALDI"	NA
2023-06-23	2023	"juin"	23	"Ghignu"	17:00:00	"F3"	"peu agitee"	"0-10"	26	"O"	"E"	"Laurent CECCALDI"	NA
2023-06-23	2023	"juin"	23	"Malfalcu"	09:00:00	"F3"	"peu agitee"	"10-25"	25	"O"	"E"	"Laurent CECCALDI"	NA
2023-06-23	2023	"juin"	23	"Malfalcu"	12:00:00	"F3"	"peu agitee"	"10-25"	26	"O"	"E"	"Laurent CECCALDI"	NA
2023-06-23	2023	"juin"	23	"Malfalcu"	15:00:00	"F4"	"agitee"	"10-25"	28	"O"	"E"	"Laurent CECCALDI"	NA
2023-06-23	2023	"juin"	23	"Malfalcu"	17:00:00	NA	NA	NA	NA	NA	NA	"Laurent CECCALDI"	"Non realise car mauvais temps"
2023-06-23	2023	"juin"	23	"U Travu"	09:00:00	"F3"	"peu agitee"	"10-25"	25	"O"	"E"	"Laurent CECCALDI"	NA
2023-06-23	2023	"juin"	23	"U Travu"	12:00:00	"F3"	"peu agitee"	"10-25"	26	"O"	"E"	"Laurent CECCALDI"	NA
2023-06-23	2023	"juin"	23	"U Travu"	15:00:00	"F4"	"agitee"	"10-25"	28	"O"	"E"	"Laurent CECCALDI"	NA
2023-06-23	2023	"juin"	23	"U Travu"	17:00:00	NA	NA	NA	NA	NA	NA	"Laurent CECCALDI"	"Non realise car mauvais temps"
2023-07-28	2023	"juillet"	28	"Fiume Santu"	09:00:00	"F1"	"ridee"	"25-50"	27	"N"	"SO"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Fiume Santu"	12:00:00	"F1"	"ridee"	"10-25"	30	"NO"	"SO"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Fiume Santu"	15:00:00	"F1"	"ridee"	"75-100"	27	"N"	"S"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Fiume Santu"	17:00:00	"F1"	"calme"	"50-75"	28	"N"	NA	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Lotu"	09:00:00	"F0"	"calme"	"25-50"	27	NA	"S"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Lotu"	12:00:00	"F1"	"belle"	"10-25"	27	"NO"	"SO"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Lotu"	15:00:00	"F1"	"ridee"	"75-100"	27	"NO"	"SO"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Lotu"	17:00:00	"F1"	"ridee"	"50-75"	27	"NO"	"SE"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Mezzanu"	09:00:00	"F1"	"calme"	"25-50"	27	"N"	"SO"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Mezzanu"	12:00:00	"F1"	"belle"	"10-25"	27	"NO"	"SO"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Mezzanu"	15:00:00	"F1"	"ridee"	"75-100"	27	"NO"	"S"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Mezzanu"	17:00:00	"F1"	"ridee"	"50-75"	27	"NO"	"SE"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Saleccia"	09:00:00	"F0"	"ridee"	"25-50"	24	"N"	"S"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Saleccia"	12:00:00	"F1"	"belle"	"10-25"	27	"NO"	"SE"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Saleccia"	15:00:00	"F1"	"belle"	"50-75"	30	"NO"	"SE"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Saleccia"	17:00:00	"F1"	"ridee"	"50-75"	27	"NO"	"SE"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"A Torra di Murtella"	09:00:00	NA	"ridee"	"25-50"	NA	NA	NA	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"A Torra di Murtella"	12:00:00	"F1"	"ridee"	"10-25"	30	"NO"	"SO"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"A Torra di Murtella"	15:00:00	"F1"	"ridee"	"75-100"	27	"SO"	"S"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"A Torra di Murtella"	17:00:00	"F1"	"calme"	"50-75"	27	"N"	"S"	"Kevin DCDFL, Axel Priouzeau"	NA
2023-07-28	2023	"juillet"	28	"Ghignu"	09:00:00	"F1"	"belle"	"25-50"	24	"O"	"E"	"Laurent, Julie"	NA
2023-07-28	2023	"juillet"	28	"Ghignu"	12:00:00	"F1"	"calme"	"0-10"	28	"O"	"E"	"Laurent, Julie"	NA
2023-07-28	2023	"juillet"	28	"Ghignu"	15:00:00	"F0"	"calme"	"10-25"	25	"O"	"E"	"Laurent, Julie"	NA
2023-07-28	2023	"juillet"	28	"Ghignu"	17:00:00	NA	NA	NA	NA	NA	NA	"Laurent, Julie"	NA
2023-07-28	2023	"juillet"	28	"Malfalcu"	09:00:00	"F1"	"belle"	"25-50"	24	"O"	"E"	"Laurent, Julie"	NA
2023-07-28	2023	"juillet"	28	"Malfalcu"	12:00:00	"F1"	"belle"	"0-10"	28	"O"	"E"	"Laurent, Julie"	NA
2023-07-28	2023	"juillet"	28	"Malfalcu"	15:00:00	"F0"	"calme"	"25-50"	25	"O"	"E"	"Laurent, Julie"	NA
2023-07-28	2023	"juillet"	28	"Malfalcu"	17:00:00	"F0"	"calme"	"25-50"	24	NA	NA	"Laurent, Julie"	NA
2023-07-28	2023	"juillet"	28	"U Travu"	09:00:00	"F1"	"belle"	"25-50"	24	"O"	"E"	"Laurent, Julie"	NA
2023-07-28	2023	"juillet"	28	"U Travu"	12:00:00	"F0"	"ridee"	"0-10"	28	"O"	"E"	"Laurent, Julie"	NA
2023-07-28	2023	"juillet"	28	"U Travu"	15:00:00	"F0"	"calme"	"25-50"	25	"O"	"E"	"Laurent, Julie"	NA
2023-07-28	2023	"juillet"	28	"U Travu"	17:00:00	NA	NA	NA	NA	NA	NA	"Laurent, Julie"	NA
2023-08-10	2023	"aout"	10	"Fiume Santu"	09:00:00	"F2"	"belle"	"0-10"	28	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Fiume Santu"	12:00:00	"F3"	"belle"	"0-10"	25	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Fiume Santu"	15:00:00	"F3"	"belle"	"10-25"	28	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Fiume Santu"	17:00:00	"F3"	"belle"	"10-25"	26	"N"	NA	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Lotu"	09:00:00	"F2"	"belle"	"0-10"	28	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Lotu"	12:00:00	"F3"	"belle"	"0-10"	26	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Lotu"	15:00:00	"F2"	"belle"	"10-25"	28	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Lotu"	17:00:00	"F3"	"belle"	"10-25"	27	"O"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Mezzanu"	09:00:00	"F2"	"belle"	"0-10"	28	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Mezzanu"	12:00:00	"F3"	"belle"	"0-10"	26	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Mezzanu"	15:00:00	"F2"	"belle"	"10-25"	28	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Mezzanu"	17:00:00	"F3"	"belle"	"10-25"	26	"O"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Saleccia"	09:00:00	"F2"	"belle"	"0-10"	24	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Saleccia"	12:00:00	"F3"	"belle"	"0-10"	27	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Saleccia"	15:00:00	"F2"	"belle"	"10-25"	28	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"Saleccia"	17:00:00	"F3"	"belle"	"10-25"	26	"O"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"A Torra di Murtella"	09:00:00	"F2"	"belle"	"0-10"	28	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"A Torra di Murtella"	12:00:00	"F3"	"belle"	"0-10"	25	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"A Torra di Murtella"	15:00:00	"F3"	"belle"	"10-25"	28	"NE"	"O"	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-08-10	2023	"aout"	10	"A Torra di Murtella"	17:00:00	"F3"	"belle"	"10-25"	26	"N"	NA	"Kevin DCDFL, Alexandre Raibaldi"	NA
2023-09-06	2023	"septembre"	6	"Fiume Santu"	09:00:00	"F1"	"peu agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Fiume Santu"	12:00:00	"F1"	"peu agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Fiume Santu"	15:00:00	"F3"	"agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Fiume Santu"	17:00:00	"F3"	"agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Lotu"	09:00:00	"F1"	"peu agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Lotu"	12:00:00	"F1"	"peu agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Lotu"	15:00:00	"F3"	"agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Lotu"	17:00:00	"F3"	"agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Mezzanu"	09:00:00	"F1"	"peu agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Mezzanu"	12:00:00	"F1"	"peu agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Mezzanu"	15:00:00	"F3"	"agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Mezzanu"	17:00:00	"F3"	"agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Saleccia"	09:00:00	"F1"	"peu agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Saleccia"	12:00:00	"F1"	"peu agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Saleccia"	15:00:00	"F3"	"agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Saleccia"	17:00:00	"F3"	"agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"A Torra di Murtella"	09:00:00	"F1"	"peu agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"A Torra di Murtella"	12:00:00	"F1"	"peu agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"A Torra di Murtella"	15:00:00	"F3"	"agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"A Torra di Murtella"	17:00:00	"F3"	"agitee"	"0-10"	28	"NE"	"SO"	"Alexandre Raibaldi, Alexandre Crispi"	NA
2023-09-06	2023	"septembre"	6	"Ghignu"	09:00:00	"F1"	"peu agitee"	"0-10"	27	"E"	"S"	"F. Sorbara, F. Giorgetti, L. Ceccaldi"	NA
2023-09-06	2023	"septembre"	6	"Ghignu"	12:00:00	"F2"	"peu agitee"	"0-10"	27	"E"	"S"	"F. Sorbara, F. Giorgetti, L. Ceccaldi"	NA
2023-09-06	2023	"septembre"	6	"Ghignu"	15:00:00	"F4"	"agitee"	"0-10"	28	"NE"	"S"	"F. Sorbara, F. Giorgetti, L. Ceccaldi"	NA
2023-09-06	2023	"septembre"	6	"Ghignu"	17:00:00	NA	NA	NA	NA	NA	NA	NA	NA
2023-09-06	2023	"septembre"	6	"Malfalcu"	09:00:00	"F1"	"peu agitee"	"0-10"	27	"E"	"S"	"F. Sorbara, F. Giorgetti, L. Ceccaldi"	NA
2023-09-06	2023	"septembre"	6	"Malfalcu"	12:00:00	"F2"	"peu agitee"	"0-10"	27	"E"	"S"	"F. Sorbara, F. Giorgetti, L. Ceccaldi"	NA
2023-09-06	2023	"septembre"	6	"Malfalcu"	15:00:00	"F4"	"agitee"	"0-10"	28	"NE"	"S"	"F. Sorbara, F. Giorgetti, L. Ceccaldi"	NA
2023-09-06	2023	"septembre"	6	"Malfalcu"	17:00:00	NA	NA	NA	NA	NA	NA	NA	NA
2024-06-26	2024	"juin"	26	"Fiume Santu"	09:00:00	"F1"	"ridee"	"10-25"	25	"E"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Fiume Santu"	12:00:00	"F1"	"ridee"	"10-25"	25	"E"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Fiume Santu"	15:00:00	"F2"	"belle"	"0-10"	25	"O"	"E"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Fiume Santu"	17:00:00	"F2"	"belle"	"0-10"	25	"O"	"E"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Lotu"	09:00:00	"F1"	"ridee"	"0-10"	25	"E"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Lotu"	12:00:00	"F1"	"ridee"	"10-25"	25	"E"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Lotu"	15:00:00	"F2"	"belle"	"0-10"	25	"E"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Lotu"	17:00:00	"F2"	"belle"	"0-10"	25	"E"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Mezzanu"	09:00:00	"F1"	"ridee"	"0-10"	25	"E"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Mezzanu"	12:00:00	"F1"	"ridee"	"10-25"	25	"E"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Mezzanu"	15:00:00	"F2"	"belle"	"0-10"	25	"E"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Mezzanu"	17:00:00	"F2"	"belle"	"0-10"	25	"E"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Saleccia"	09:00:00	"F1"	"ridee"	"0-10"	22	"NE"	"E"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Saleccia"	12:00:00	"F1"	"ridee"	"10-25"	28	"NE"	"E"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Saleccia"	15:00:00	"F3"	"peu agitee"	"0-10"	26	"NO"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Saleccia"	17:00:00	NA	NA	NA	NA	NA	NA	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"A Torra di Murtella"	09:00:00	"F1"	"ridee"	"10-25"	25	"E"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"A Torra di Murtella"	12:00:00	"F1"	"ridee"	"10-25"	25	"E"	"O"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"A Torra di Murtella"	15:00:00	"F2"	"belle"	"0-10"	25	"O"	"E"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"A Torra di Murtella"	17:00:00	"F2"	"belle"	"0-10"	25	"O"	"E"	"Alexandre Crispi, Cedric Minicucci"	NA
2024-06-26	2024	"juin"	26	"Ghignu"	09:00:00	"F1"	"ridee"	"0-10"	22	"E"	"E"	"Laurent Ceccalci, Axel Priouzeau"	NA
2024-06-26	2024	"juin"	26	"Ghignu"	12:00:00	"F1"	"ridee"	"0-10"	28	"E"	"E"	"Laurent Ceccalci, Axel Priouzeau"	NA
2024-06-26	2024	"juin"	26	"Ghignu"	15:00:00	"F3"	"peu agitee"	"0-10"	26	"NO"	"O"	"Laurent Ceccalci, Axel Priouzeau"	NA
2024-06-26	2024	"juin"	26	"Ghignu"	17:00:00	"F2"	"belle"	"0-10"	28	"NO"	"O"	"Laurent Ceccalci, Axel Priouzeau"	NA
2024-06-26	2024	"juin"	26	"Malfalcu"	09:00:00	"F1"	"ridee"	"0-10"	22	"E"	"E"	"Laurent Ceccalci, Axel Priouzeau"	NA
2024-06-26	2024	"juin"	26	"Malfalcu"	12:00:00	"F1"	"ridee"	"0-10"	28	"E"	"E"	"Laurent Ceccalci, Axel Priouzeau"	NA
2024-06-26	2024	"juin"	26	"Malfalcu"	15:00:00	"F3"	"peu agitee"	"0-10"	26	"NO"	"O"	"Laurent Ceccalci, Axel Priouzeau"	NA
2024-06-26	2024	"juin"	26	"Malfalcu"	17:00:00	"F2"	"belle"	"0-10"	28	"NO"	"O"	"Laurent Ceccalci, Axel Priouzeau"	NA
2024-06-26	2024	"juin"	26	"U Travu"	09:00:00	"F1"	"ridee"	"0-10"	22	"E"	"E"	"Laurent Ceccalci, Axel Priouzeau"	NA
2024-06-26	2024	"juin"	26	"U Travu"	12:00:00	"F1"	"ridee"	"10-25"	28	"E"	"E"	"Laurent Ceccalci, Axel Priouzeau"	NA
2024-06-26	2024	"juin"	26	"U Travu"	15:00:00	"F3"	"peu agitee"	"0-10"	26	"NO"	"O"	"Laurent Ceccalci, Axel Priouzeau"	NA
2024-06-26	2024	"juin"	26	"U Travu"	17:00:00	"F2"	"belle"	"0-10"	26	"NO"	"O"	"Laurent Ceccalci, Axel Priouzeau"	NA
2024-07-29	2024	"juillet"	29	"Fiume Santu"	09:00:00	NA	NA	NA	28	"E"	"O"	"Camille Lemaire, Cedric Minicucci, Axel Priouzeau, Dimitri Veyssieres"	NA
2024-07-29	2024	"juillet"	29	"Fiume Santu"	12:00:00	NA	NA	NA	31	"E"	"O"	"Camille Lemaire, Cedric Minicucci, Axel Priouzeau, Dimitri Veyssieres"	NA
2024-07-29	2024	"juillet"	29	"Fiume Santu"	15:00:00	"F2"	"ridee"	"0-10"	32	"E"	"O"	"Camille Lemaire, Cedric Minicucci, Axel Priouzeau, Dimitri Veyssieres"	NA
2024-07-29	2024	"juillet"	29	"Fiume Santu"	17:00:00	"F3"	"belle"	"0-10"	32	"E"	"O"	"Camille Lemaire, Cedric Minicucci, Axel Priouzeau, Dimitri Veyssieres"	NA
