"date","annee","mois","secteur","horaire","type","statut","taille","nombre","total_type_statut","commentaires"
2021-07-28,2021,"juillet","Lotu",12:00:00,"Voilier","navigation","24<L<45",NA,4,NA
2021-07-28,2021,"juillet","Lotu",12:00:00,"Voilier","navigation","L>45",NA,4,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","ancre","L<8",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","ancre","8<L<18",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","ancre","18<L<24",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","ancre","24<L<45",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","ancre","L>45",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","bouee","L<8",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","bouee","8<L<18",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","bouee","18<L<24",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","bouee","24<L<45",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","bouee","L>45",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","navigation","L<8",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","navigation","8<L<18",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","navigation","18<L<24",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","navigation","24<L<45",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Moteur","navigation","L>45",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","ancre","L<8",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","ancre","8<L<18",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","ancre","18<L<24",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","ancre","24<L<45",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","ancre","L>45",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","bouee","L<8",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","bouee","8<L<18",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","bouee","18<L<24",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","bouee","24<L<45",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","bouee","L>45",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","navigation","L<8",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","navigation","8<L<18",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","navigation","18<L<24",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","navigation","24<L<45",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",15:00:00,"Voilier","navigation","L>45",NA,NA,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","ancre","L<8",19,26,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","ancre","8<L<18",6,26,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","ancre","18<L<24",1,26,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","ancre","24<L<45",0,26,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","ancre","L>45",0,26,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","bouee","L<8",NA,0,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","bouee","8<L<18",NA,0,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","bouee","18<L<24",NA,0,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","bouee","24<L<45",NA,0,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","bouee","L>45",NA,0,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","navigation","L<8",NA,6,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","navigation","8<L<18",NA,6,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","navigation","18<L<24",NA,6,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","navigation","24<L<45",NA,6,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Moteur","navigation","L>45",NA,6,"Nav 67 m positionné en dehors de la limite de l'arrêté"
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","ancre","L<8",0,9,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","ancre","8<L<18",9,9,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","ancre","18<L<24",0,9,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","ancre","24<L<45",0,9,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","ancre","L>45",0,9,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","bouee","L<8",NA,0,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","bouee","L>45",NA,0,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","navigation","L<8",NA,0,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","navigation","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","navigation","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","navigation","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Lotu",17:00:00,"Voilier","navigation","L>45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","ancre","L<8",5,8,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","ancre","8<L<18",1,8,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","ancre","18<L<24",1,8,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","ancre","24<L<45",1,8,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","ancre","L>45",0,8,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","bouee","L<8",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","bouee","L>45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","navigation","L<8",NA,15,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","navigation","8<L<18",NA,15,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","navigation","18<L<24",NA,15,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","navigation","24<L<45",NA,15,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Moteur","navigation","L>45",NA,15,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","ancre","L<8",0,4,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","ancre","8<L<18",3,4,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","ancre","18<L<24",0,4,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","ancre","24<L<45",1,4,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","ancre","L>45",0,4,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","bouee","L<8",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","bouee","L>45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","navigation","L<8",NA,3,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","navigation","8<L<18",NA,3,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","navigation","18<L<24",NA,3,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","navigation","24<L<45",NA,3,NA
2021-07-28,2021,"juillet","Mezzanu",09:00:00,"Voilier","navigation","L>45",NA,3,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","ancre","L<8",19,23,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","ancre","8<L<18",4,23,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","ancre","18<L<24",0,23,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","ancre","24<L<45",0,23,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","ancre","L>45",0,23,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","bouee","L<8",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","bouee","L>45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","navigation","L<8",NA,7,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","navigation","8<L<18",NA,7,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","navigation","18<L<24",NA,7,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","navigation","24<L<45",NA,7,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Moteur","navigation","L>45",NA,7,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","ancre","L<8",0,10,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","ancre","8<L<18",6,10,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","ancre","18<L<24",3,10,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","ancre","24<L<45",1,10,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","ancre","L>45",0,10,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","bouee","L<8",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","bouee","L>45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","navigation","L<8",NA,3,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","navigation","8<L<18",NA,3,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","navigation","18<L<24",NA,3,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","navigation","24<L<45",NA,3,NA
2021-07-28,2021,"juillet","Mezzanu",12:00:00,"Voilier","navigation","L>45",NA,3,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","ancre","L<8",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","ancre","8<L<18",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","ancre","18<L<24",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","ancre","24<L<45",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","ancre","L>45",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","bouee","L<8",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","bouee","8<L<18",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","bouee","18<L<24",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","bouee","24<L<45",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","bouee","L>45",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","navigation","L<8",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","navigation","8<L<18",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","navigation","18<L<24",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","navigation","24<L<45",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Moteur","navigation","L>45",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","ancre","L<8",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","ancre","8<L<18",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","ancre","18<L<24",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","ancre","24<L<45",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","ancre","L>45",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","bouee","L<8",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","bouee","8<L<18",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","bouee","18<L<24",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","bouee","24<L<45",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","bouee","L>45",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","navigation","L<8",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","navigation","8<L<18",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","navigation","18<L<24",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","navigation","24<L<45",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",15:00:00,"Voilier","navigation","L>45",NA,NA,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","ancre","L<8",22,31,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","ancre","8<L<18",8,31,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","ancre","18<L<24",0,31,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","ancre","24<L<45",1,31,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","ancre","L>45",0,31,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","bouee","L<8",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","bouee","L>45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","navigation","L<8",NA,11,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","navigation","8<L<18",NA,11,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","navigation","18<L<24",NA,11,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","navigation","24<L<45",NA,11,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Moteur","navigation","L>45",NA,11,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","ancre","L<8",1,15,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","ancre","8<L<18",11,15,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","ancre","18<L<24",1,15,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","ancre","24<L<45",2,15,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","ancre","L>45",0,15,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","bouee","L<8",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","bouee","L>45",NA,0,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","navigation","L<8",NA,2,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","navigation","8<L<18",NA,2,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","navigation","18<L<24",NA,2,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","navigation","24<L<45",NA,2,NA
2021-07-28,2021,"juillet","Mezzanu",17:00:00,"Voilier","navigation","L>45",NA,2,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","ancre","L<8",2,6,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","ancre","8<L<18",4,6,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","ancre","18<L<24",0,6,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","ancre","24<L<45",0,6,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","ancre","L>45",0,6,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","bouee","L<8",NA,0,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","bouee","8<L<18",NA,0,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","bouee","18<L<24",NA,0,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","bouee","24<L<45",NA,0,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","bouee","L>45",NA,0,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","navigation","L<8",NA,2,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","navigation","8<L<18",NA,2,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","navigation","18<L<24",NA,2,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","navigation","24<L<45",NA,2,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Moteur","navigation","L>45",NA,2,"dpl = NUCS"
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","ancre","L<8",0,27,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","ancre","8<L<18",26,27,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","ancre","18<L<24",1,27,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","ancre","24<L<45",0,27,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","ancre","L>45",0,27,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","bouee","L<8",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","bouee","L>45",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","navigation","L<8",NA,4,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","navigation","8<L<18",NA,4,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","navigation","18<L<24",NA,4,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","navigation","24<L<45",NA,4,NA
2021-07-28,2021,"juillet","Saleccia",09:00:00,"Voilier","navigation","L>45",NA,4,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","ancre","L<8",57,73,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","ancre","8<L<18",16,73,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","ancre","18<L<24",0,73,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","ancre","24<L<45",0,73,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","ancre","L>45",0,73,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","bouee","L<8",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","bouee","L>45",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","navigation","L<8",NA,5,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","navigation","8<L<18",NA,5,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","navigation","18<L<24",NA,5,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","navigation","24<L<45",NA,5,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Moteur","navigation","L>45",NA,5,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","ancre","L<8",0,22,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","ancre","8<L<18",22,22,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","ancre","18<L<24",0,22,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","ancre","24<L<45",0,22,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","ancre","L>45",0,22,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","bouee","L<8",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","bouee","L>45",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","navigation","L<8",NA,1,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","navigation","8<L<18",NA,1,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","navigation","18<L<24",NA,1,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","navigation","24<L<45",NA,1,NA
2021-07-28,2021,"juillet","Saleccia",12:00:00,"Voilier","navigation","L>45",NA,1,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","ancre","L<8",62,82,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","ancre","8<L<18",18,82,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","ancre","18<L<24",1,82,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","ancre","24<L<45",1,82,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","ancre","L>45",0,82,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","bouee","L<8",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","bouee","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","bouee","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","bouee","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","bouee","L>45",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","navigation","L<8",NA,7,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","navigation","8<L<18",NA,7,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","navigation","18<L<24",NA,7,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","navigation","24<L<45",NA,7,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Moteur","navigation","L>45",NA,7,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Voilier","ancre","L<8",1,3,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Voilier","ancre","8<L<18",2,3,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Voilier","ancre","18<L<24",0,3,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Voilier","ancre","24<L<45",0,3,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Voilier","ancre","L>45",0,3,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Voilier","bouee","L<8",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Voilier","bouee","8<L<18",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Voilier","bouee","18<L<24",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Voilier","bouee","24<L<45",NA,0,NA
2021-07-28,2021,"juillet","Saleccia",15:00:00,"Voilier","bouee","L>45",NA,0,NA
